Subject,GenExec,ProcSpeed
555954,-1.14273,0.8367399999999999
558657,0.24386999999999998,-0.97057
561242,0.72029,0.56557
561444,0.73693,1.22737
561949,1.1726299999999998,1.6391200000000001
567759,1.1461,1.77893
571144,1.0215,2.01525
572045,-1.50547,-0.14533
573451,1.7974400000000001,1.29368
579665,-3.0762400000000003,-0.45085
580751,1.58865,1.42615
581349,-0.5652699999999999,0.59509
583858,-0.41428000000000004,-0.10486
585256,-2.0308900000000003,-1.48458
585862,-1.1678899999999999,0.24839
590047,1.0133,-0.0511
598568,0.0084,1.30485
599671,-0.00421,0.58021
615744,-0.54382,1.18769
618952,0.53994,-2.13061
622236,-0.34302,0.19150999999999999
623844,0.45593999999999996,1.1795799999999999
627549,-1.37319,0.32921
654350,0.13445,0.48317
654754,-0.7289399999999999,0.95404
656253,1.07321,-0.12847999999999998
663755,1.13024,0.49549
672756,-0.46871,1.18336
679568,0.8044399999999999,1.52146
680250,0.41191000000000005,-0.0267
680452,-1.8567,-1.11224
692964,-0.13276,-0.04565
694362,-0.7066600000000001,-0.9413600000000001
695768,-0.28203,-1.01609
715041,-1.13226,-0.52496
727553,0.77849,0.28204
744553,-0.08047,-0.8610700000000001
749361,-2.0540000000000003,-0.04877
753150,1.21547,0.54469
756055,-0.43265,-1.80309
757764,1.21025,-1.39582
783462,0.65293,0.39295
789373,0.83857,1.7246
812746,-1.31651,-0.50678
820745,-0.5985,-0.79693
825553,0.47012,-0.05662999999999999
827052,0.24323000000000003,1.32356
828862,-0.29893000000000003,-0.46773000000000003
835657,-0.9400299999999999,-0.6996
837560,-1.5470700000000002,0.34652
841349,0.86393,-1.03815
849264,-0.86254,-1.2826
849971,1.1423299999999998,-0.93429
861456,-1.18286,0.27321
869472,0.03568,0.37562
872158,0.6522899999999999,1.04766
872764,0.8762700000000001,-0.01697
873968,1.2793700000000001,0.78183
878877,0.21974000000000002,-0.40351
884064,0.19487000000000002,-0.39971999999999996
886674,1.69688,0.41017
887373,-0.2634,1.4288
888678,1.1399,0.27797
894067,-0.76828,1.71538
901139,0.45719,0.6839
901442,-0.0008,0.22032
902242,0.83385,0.29695
904044,-1.19241,0.035910000000000004
907656,-0.73354,1.16224
908860,1.5901100000000001,0.06767000000000001
919966,-1.52915,0.051820000000000005
937160,-0.32026,1.24576
943862,0.26222,1.40952
955465,-0.62512,0.8657600000000001
958976,-1.25068,-0.9592
962058,-0.95844,0.29309
966975,-0.31034,-0.16676
970764,0.61898,0.46717
987983,0.40021999999999996,0.021509999999999998
989987,-0.30689,0.21363000000000001
